Chromosome	Window	Sample	Value
C1	17600000	PBE	1.9560000000000002
C1	17600000	PVI	1.9560000000000002
C1	17600000	PRU	3.17
C1	17700000	FCA	5.547
C1	17700000	PRU	3.338
C1	17700000	IPL	2.549
C1	17700000	PVI	1.92
C1	17700000	PBE	1.92
C1	17900000	FCA	5.515
C1	17900000	PRU	3.131
C1	17900000	PBE	1.8679999999999999
C1	17900000	PVI	1.8679999999999999
C1	17900000	IPL	2.344
C1	18200000	FCA	5.74
C1	18200000	PRU	3.2030000000000003
C1	18200000	IPL	2.5090000000000003
C1	18200000	PVI	1.9539999999999997
C1	18200000	PBE	1.9539999999999997
C1	18000000	FCA	5.88
C1	18000000	PRU	3.4779999999999998
C1	18000000	IPL	2.541
C1	18000000	PVI	2.028
C1	18000000	PBE	2.028
C1	18100000	FCA	6.043
C1	18100000	PRU	3.5639999999999996
C1	18100000	PBE	2.026
C1	18100000	PVI	2.026
C1	18100000	IPL	2.6599999999999997
C1	18300000	FCA	5.666
C1	18300000	IPL	2.245
C1	18300000	PBE	1.899
C1	18300000	PVI	1.899
C1	18300000	PRU	2.708
C1	18400000	FCA	5.477
C1	18400000	PRU	3.395
C1	18400000	IPL	2.315
C1	18400000	PVI	1.7209999999999999
C1	18400000	PBE	1.7209999999999999
C1	18500000	FCA	5.562
C1	18500000	PRU	3.0589999999999997
C1	18500000	IPL	2.488
C1	18500000	PVI	2.009
C1	18500000	PBE	2.009
C1	18600000	FCA	5.466
C1	18600000	PRU	2.91
C1	18600000	PBE	1.79
C1	18600000	PVI	1.79
C1	18600000	IPL	2.343
C1	18800000	FCA	5.609
C1	18800000	PRU	2.96
C1	18800000	IPL	2.355
C1	18800000	PVI	1.709
C1	18800000	PBE	1.709
C1	19000000	FCA	5.489
C1	19000000	IPL	2.3560000000000003
C1	19000000	PBE	1.863
C1	19000000	PVI	1.863
C1	19000000	PRU	2.812
C1	18700000	FCA	5.534
C1	18700000	PRU	3.125
C1	18700000	PBE	1.967
C1	18700000	PVI	1.967
C1	18700000	IPL	2.471
C1	18900000	FCA	5.951
C1	18900000	PRU	3.51
C1	18900000	PBE	2.0549999999999997
C1	18900000	PVI	2.0549999999999997
C1	18900000	IPL	2.818
C1	19200000	FCA	5.437
C1	19200000	IPL	2.6270000000000002
C1	19200000	PBE	2.131
C1	19200000	PVI	2.131
C1	19200000	PRU	3.16
C1	19100000	FCA	5.4510000000000005
C1	19100000	PRU	2.9579999999999997
C1	19100000	PBE	1.846
C1	19100000	PVI	1.846
C1	19100000	IPL	2.387
C1	19300000	FCA	5.5
C1	19300000	PRU	3.161
C1	19300000	PBE	1.95
C1	19300000	PVI	1.95
C1	19300000	IPL	2.483
C1	19400000	FCA	5.593
C1	19400000	PRU	3.026
C1	19400000	IPL	2.383
C1	19400000	PVI	1.921
C1	19400000	PBE	1.921
C1	19700000	FCA	5.477
C1	19700000	PRU	2.9530000000000003
C1	19700000	IPL	2.114
C1	19700000	PVI	1.63
C1	19700000	PBE	1.63
C1	19600000	FCA	5.556
C1	19600000	PRU	3.374
C1	19600000	PBE	2.137
C1	19600000	PVI	2.137
C1	19600000	IPL	2.576
C1	19900000	FCA	5.4879999999999995
C1	19900000	IPL	2.825
C1	19900000	PBE	2.267
C1	19900000	PVI	2.267
C1	19900000	PRU	3.38
C1	20100000	FCA	5.4399999999999995
C1	20100000	PRU	3.2099999999999995
C1	20100000	PBE	2.164
C1	20100000	PVI	2.164
C1	20100000	IPL	2.553
C1	20000000	FCA	5.462
C1	20000000	PRU	3.057
C1	20000000	IPL	2.391
C1	20000000	PVI	1.8010000000000002
C1	20000000	PBE	1.8010000000000002
C1	19500000	FCA	5.554
C1	19500000	PRU	3.028
C1	19500000	PBE	1.9640000000000002
C1	19500000	PVI	1.9640000000000002
C1	19500000	IPL	2.486
C1	19800000	FCA	5.7700000000000005
C1	19800000	PRU	3.5770000000000004
C1	19800000	PBE	2.049
C1	19800000	PVI	2.049
C1	19800000	IPL	2.735
C1	20200000	FCA	5.7090000000000005
C1	20200000	PRU	3.553
C1	20200000	PBE	1.783
C1	20200000	PVI	1.783
C1	20200000	IPL	2.5839999999999996
C1	20300000	FCA	5.532
C1	20300000	PRU	3.213
C1	20300000	PBE	1.9560000000000002
C1	20300000	PVI	1.9560000000000002
C1	20300000	IPL	2.406
C1	20400000	FCA	5.556
C1	20400000	PRU	2.979
C1	20400000	PVI	2.5860000000000003
C1	20400000	IPL	2.253
C1	20400000	PBE	2.253
C1	20600000	FCA	5.431
C1	20600000	PRU	3.653
C1	20600000	PBE	2.094
C1	20600000	PVI	2.094
C1	20600000	IPL	2.383
C1	20500000	FCA	5.525
C1	20500000	PRU	3.3890000000000002
C1	20500000	PBE	2.157
C1	20500000	PVI	2.157
C1	20500000	IPL	2.943
C1	21000000	FCA	5.666
C1	21000000	IPL	2.289
C1	21000000	PBE	1.7819999999999998
C1	21000000	PVI	1.7819999999999998
C1	21000000	PRU	3.267
C1	20900000	FCA	5.662
C1	20900000	PRU	3.259
C1	20900000	PBE	1.779
C1	20900000	PVI	1.779
C1	20900000	IPL	2.494
C1	21200000	FCA	5.516
C1	21200000	PRU	2.841
C1	21200000	IPL	2.237
C1	21200000	PVI	1.8679999999999999
C1	21200000	PBE	1.8679999999999999
C1	20800000	FCA	5.545
C1	20800000	PRU	3.157
C1	20800000	IPL	2.53
C1	20800000	PVI	1.9539999999999997
C1	20800000	PBE	1.9539999999999997
C1	21100000	FCA	5.469
C1	21100000	PRU	2.913
C1	21100000	PBE	1.989
C1	21100000	PVI	1.989
C1	21100000	IPL	2.444
C1	20700000	FCA	5.457
C1	20700000	IPL	2.851
C1	20700000	PBE	2.4379999999999997
C1	20700000	PVI	2.4379999999999997
C1	20700000	PRU	3.511
C1	21300000	FCA	5.501
C1	21300000	IPL	2.2950000000000004
C1	21300000	PBE	1.8419999999999999
C1	21300000	PVI	1.8419999999999999
C1	21300000	PRU	2.993
C1	21400000	FCA	5.659
C1	21400000	PRU	3.3649999999999998
C1	21400000	PBE	1.851
C1	21400000	PVI	1.851
C1	21400000	IPL	2.413
C1	21500000	FCA	5.463
C1	21500000	PRU	3.1220000000000003
C1	21500000	PBE	1.831
C1	21500000	PVI	1.831
C1	21500000	IPL	2.699
C1	21600000	FCA	5.499
C1	21600000	PRU	3.096
C1	21600000	PBE	1.9220000000000002
C1	21600000	PVI	1.9220000000000002
C1	21600000	IPL	2.6270000000000002
C1	22000000	FCA	5.582
C1	22000000	PRU	3.143
C1	22000000	PBE	2.056
C1	22000000	PVI	2.056
C1	22000000	IPL	2.539
C1	21800000	FCA	5.542
C1	21800000	PRU	3.2520000000000002
C1	21800000	PBE	1.863
C1	21800000	PVI	1.863
C1	21800000	IPL	2.7119999999999997
C1	21700000	FCA	5.422
C1	21700000	IPL	2.225
C1	21700000	PBE	1.854
C1	21700000	PVI	1.854
C1	21700000	PRU	2.933
C1	21900000	FCA	5.479
C1	21900000	IPL	2.341
C1	21900000	PBE	1.8239999999999998
C1	21900000	PVI	1.8239999999999998
C1	21900000	PRU	3.023
C1	22100000	FCA	5.47
C1	22100000	IPL	2.299
C1	22100000	PBE	1.8679999999999999
C1	22100000	PVI	1.8679999999999999
C1	22100000	PRU	3.143
C1	22200000	FCA	5.714
C1	22200000	PRU	3.215
C1	22200000	PBE	1.899
C1	22200000	PVI	1.899
C1	22200000	IPL	2.546
C1	22300000	FCA	5.477
C1	22300000	IPL	2.905
C1	22300000	PBE	2.161
C1	22300000	PVI	2.161
C1	22300000	PRU	3.93
C1	22400000	FCA	5.577
C1	22400000	PRU	3.314
C1	22400000	IPL	2.611
C1	22400000	PVI	2.112
C1	22400000	PBE	2.112
C1	22500000	FCA	5.576
C1	22500000	PRU	3.2359999999999998
C1	22500000	PBE	2.235
C1	22500000	PVI	2.235
C1	22500000	IPL	2.5940000000000003
C1	22700000	FCA	5.557
C1	22700000	IPL	2.6599999999999997
C1	22700000	PBE	2.165
C1	22700000	PVI	2.165
C1	22700000	PRU	3.3779999999999997
C1	22900000	FCA	5.556
C1	22900000	PRU	3.696
C1	22900000	PBE	2.452
C1	22900000	PVI	2.452
C1	22900000	IPL	3.168
C1	22600000	FCA	5.599
C1	22600000	PRU	3.5639999999999996
C1	22600000	PBE	2.212
C1	22600000	PVI	2.212
C1	22600000	IPL	2.709
C1	23100000	FCA	5.838
C1	23100000	PRU	3.746
C1	23100000	IPL	3.065
C1	23100000	PVI	2.504
C1	23100000	PBE	2.504
C1	22800000	FCA	5.495
C1	22800000	PRU	3.5479999999999996
C1	22800000	IPL	2.786
C1	22800000	PVI	2.229
C1	22800000	PBE	2.229
C1	23000000	FCA	5.506
C1	23000000	PRU	3.643
C1	23000000	PBE	2.415
C1	23000000	PVI	2.415
C1	23000000	IPL	2.983
C1	23300000	FCA	5.603000000000001
C1	23300000	IPL	2.5149999999999997
C1	23300000	PBE	1.9980000000000002
C1	23300000	PVI	1.9980000000000002
C1	23300000	PRU	3.247
C1	23200000	FCA	5.611
C1	23200000	IPL	2.777
C1	23200000	PBE	2.136
C1	23200000	PVI	2.136
C1	23200000	PRU	3.385
C1	23500000	FCA	5.475
C1	23500000	PRU	3.128
C1	23500000	IPL	2.33
C1	23500000	PVI	1.92
C1	23500000	PBE	1.92
C1	23400000	FCA	5.4879999999999995
C1	23400000	PRU	3.273
C1	23400000	IPL	2.483
C1	23400000	PVI	1.913
C1	23400000	PBE	1.913
C1	23800000	FCA	5.489
C1	23800000	IPL	2.215
C1	23800000	PBE	1.652
C1	23800000	PVI	1.652
C1	23800000	PRU	3.1260000000000003
C1	23700000	FCA	5.506
C1	23700000	IPL	2.368
C1	23700000	PBE	1.87
C1	23700000	PVI	1.87
C1	23700000	PRU	3.1419999999999995
C1	23600000	FCA	5.473
C1	23600000	IPL	2.419
C1	23600000	PBE	1.897
C1	23600000	PVI	1.897
C1	23600000	PRU	3.018
C1	23900000	FCA	5.543
C1	23900000	PRU	2.775
C1	23900000	IPL	2.046
C1	23900000	PVI	1.638
C1	23900000	PBE	1.638
C1	24000000	FCA	5.475
C1	24000000	IPL	2.444
C1	24000000	PBE	2.1319999999999997
C1	24000000	PVI	2.1319999999999997
C1	24000000	PRU	3.1870000000000003
C1	24100000	FCA	5.486
C1	24100000	IPL	2.691
C1	24100000	PBE	1.915
C1	24100000	PVI	1.915
C1	24100000	PRU	3.404
C1	24300000	FCA	5.439
C1	24300000	IPL	2.3970000000000002
C1	24300000	PBE	1.7999999999999998
C1	24300000	PVI	1.7999999999999998
C1	24300000	PRU	3.2710000000000004
C1	24200000	FCA	5.478000000000001
C1	24200000	PRU	3.0669999999999997
C1	24200000	IPL	2.459
C1	24200000	PVI	1.8399999999999999
C1	24200000	PBE	1.8399999999999999
C1	24400000	FCA	5.465
C1	24400000	PRU	3.1510000000000002
C1	24400000	IPL	2.1950000000000003
C1	24400000	PVI	1.96
C1	24400000	PBE	1.96
C1	24500000	FCA	5.543
C1	24500000	PRU	3.5409999999999995
C1	24500000	PBE	1.654
C1	24500000	PVI	1.654
C1	24500000	IPL	2.251
C1	24700000	FCA	5.522
C1	24700000	IPL	2.225
C1	24700000	PBE	1.6840000000000002
C1	24700000	PVI	1.6840000000000002
C1	24700000	PRU	3.2039999999999997
C1	24600000	FCA	5.513
C1	24600000	IPL	2.727
C1	24600000	PBE	2.228
C1	24600000	PVI	2.228
C1	24600000	PRU	3.306
C1	24900000	FCA	5.421
C1	24900000	PRU	3.46
C1	24900000	PBE	2.2030000000000003
C1	24900000	PVI	2.2030000000000003
C1	24900000	IPL	2.5860000000000003
C1	24800000	FCA	5.624
C1	24800000	IPL	3.015
C1	24800000	PRU	2.704
C1	24800000	PVI	2.149
C1	24800000	PBE	2.149
C1	25100000	FCA	5.45
C1	25100000	PRU	2.825
C1	25100000	IPL	2.145
C1	25100000	PVI	1.7590000000000001
C1	25100000	PBE	1.7590000000000001
C1	25200000	FCA	5.492
C1	25200000	IPL	2.461
C1	25200000	PBE	1.9980000000000002
C1	25200000	PVI	1.9980000000000002
C1	25200000	PRU	3.211
C1	25400000	FCA	5.487
C1	25400000	PRU	3.1690000000000005
C1	25400000	PBE	1.628
C1	25400000	PVI	1.628
C1	25400000	IPL	2.166
C1	25000000	FCA	5.448
C1	25000000	PRU	3.5380000000000003
C1	25000000	IPL	2.889
C1	25000000	PVI	2.419
C1	25000000	PBE	2.419
C1	25300000	FCA	5.484
C1	25300000	IPL	2.244
C1	25300000	PBE	1.7239999999999998
C1	25300000	PVI	1.7239999999999998
C1	25300000	PRU	2.932
C1	25500000	FCA	5.441
C1	25500000	PRU	3.136
C1	25500000	PBE	1.672
C1	25500000	PVI	1.672
C1	25500000	IPL	2.261
C1	25600000	FCA	5.653
C1	25600000	PRU	2.972
C1	25600000	PBE	1.931
C1	25600000	PVI	1.931
C1	25600000	IPL	2.486
C1	25700000	FCA	5.457999999999999
C1	25700000	IPL	2.185
C1	25700000	PBE	1.7850000000000001
C1	25700000	PVI	1.7850000000000001
C1	25700000	PRU	2.827
C1	26000000	FCA	5.4719999999999995
C1	26000000	IPL	2.248
C1	26000000	PBE	1.496
C1	26000000	PVI	1.496
C1	26000000	PRU	3.075
C1	25900000	FCA	5.434
C1	25900000	IPL	2.559
C1	25900000	PBE	2.1
C1	25900000	PVI	2.1
C1	25900000	PRU	3.1809999999999996
C1	25800000	FCA	5.846
C1	25800000	PRU	3.2710000000000004
C1	25800000	IPL	2.587
C1	25800000	PVI	1.9060000000000001
C1	25800000	PBE	1.9060000000000001
C1	26300000	FCA	5.471
C1	26300000	IPL	2.12
C1	26300000	PBE	1.5779999999999998
C1	26300000	PVI	1.5779999999999998
C1	26300000	PRU	2.802
C1	26200000	FCA	5.504
C1	26200000	PRU	2.795
C1	26200000	PBE	2.046
C1	26200000	IPL	2.046
C1	26200000	PVI	2.3120000000000003
C1	26500000	FCA	5.469
C1	26500000	PRU	3.025
C1	26500000	PBE	1.932
C1	26500000	PVI	1.932
C1	26500000	IPL	2.278
C1	26100000	FCA	5.5280000000000005
C1	26100000	PRU	3.1390000000000002
C1	26100000	PVI	2.133
C1	26100000	IPL	1.8499999999999999
C1	26100000	PBE	1.8499999999999999
C1	26400000	FCA	5.656
C1	26400000	PRU	3.2329999999999997
C1	26400000	IPL	2.399
C1	26400000	PVI	2.095
C1	26400000	PBE	2.095
C1	26600000	FCA	5.53
C1	26600000	PRU	3.7539999999999996
C1	26600000	PVI	2.3009999999999997
C1	26600000	IPL	1.9769999999999999
C1	26600000	PBE	1.9769999999999999
C1	26700000	FCA	5.4719999999999995
C1	26700000	PRU	3.025
C1	26700000	PBE	1.9120000000000001
C1	26700000	PVI	1.9120000000000001
C1	26700000	IPL	2.474
C1	26900000	FCA	5.4559999999999995
C1	26900000	PRU	3.2840000000000003
C1	26900000	IPL	2.3689999999999998
C1	26900000	PVI	1.909
C1	26900000	PBE	1.909
C1	27000000	FCA	5.664000000000001
C1	27000000	IPL	2.843
C1	27000000	PBE	2.1229999999999998
C1	27000000	PVI	2.1229999999999998
C1	27000000	PRU	3.962
C1	26800000	FCA	5.4559999999999995
C1	26800000	PRU	3.3320000000000003
C1	26800000	PBE	2.104
C1	26800000	PVI	2.104
C1	26800000	IPL	2.436
C1	27100000	FCA	5.5169999999999995
C1	27100000	PRU	3.434
C1	27100000	IPL	2.5940000000000003
C1	27100000	PVI	2.3009999999999997
C1	27100000	PBE	2.3009999999999997
C1	27200000	FCA	5.447
C1	27200000	IPL	2.733
C1	27200000	PBE	2.314
C1	27200000	PVI	2.314
C1	27200000	PRU	3.871
C1	27300000	FCA	5.45
C1	27300000	PRU	3.198
C1	27300000	PBE	2.181
C1	27300000	PVI	2.181
C1	27300000	IPL	2.432
C1	27400000	FCA	5.448
C1	27400000	IPL	2.329
C1	27400000	PBE	1.727
C1	27400000	PVI	1.727
C1	27400000	PRU	3.1710000000000003
C1	27500000	FCA	5.494000000000001
C1	27500000	IPL	2.442
C1	27500000	PBE	1.9449999999999998
C1	27500000	PVI	1.9449999999999998
C1	27500000	PRU	3.634
C1	27600000	FCA	5.523
C1	27600000	PRU	3.1329999999999996
C1	27600000	IPL	2.046
C1	27600000	PVI	1.783
C1	27600000	PBE	1.783
C1	27700000	FCA	5.615
C1	27700000	IPL	2.494
C1	27700000	PBE	2.185
C1	27700000	PVI	2.185
C1	27700000	PRU	3.988
C1	27800000	FCA	5.4559999999999995
C1	27800000	PRU	3.497
C1	27800000	PBE	2.278
C1	27800000	PVI	2.278
C1	27800000	IPL	2.577
C1	27900000	FCA	5.461
C1	27900000	PRU	2.973
C1	27900000	PBE	1.73
C1	27900000	PVI	1.73
C1	27900000	IPL	2.0709999999999997
C1	28100000	FCA	5.509
C1	28100000	PRU	3.06
C1	28100000	PBE	1.7819999999999998
C1	28100000	PVI	1.7819999999999998
C1	28100000	IPL	2.349
C1	28000000	FCA	5.4559999999999995
C1	28000000	IPL	2.545
C1	28000000	PBE	1.763
C1	28000000	PVI	1.763
C1	28000000	PRU	3.1780000000000004
C1	28200000	FCA	5.493
C1	28200000	IPL	2.632
C1	28200000	PBE	2.11
C1	28200000	PVI	2.11
C1	28200000	PRU	3.235
C1	28300000	FCA	5.492
C1	28300000	PRU	3.228
C1	28300000	PBE	1.934
C1	28300000	PVI	1.934
C1	28300000	IPL	2.363
C1	28600000	FCA	5.543
C1	28600000	IPL	2.266
C1	28600000	PBE	1.754
C1	28600000	PVI	1.754
C1	28600000	PRU	2.876
C1	28400000	FCA	5.62
C1	28400000	IPL	2.732
C1	28400000	PBE	2.0629999999999997
C1	28400000	PVI	2.0629999999999997
C1	28400000	PRU	3.4029999999999996
C1	28500000	FCA	5.508
C1	28500000	IPL	2.596
C1	28500000	PBE	1.9869999999999999
C1	28500000	PVI	1.9869999999999999
C1	28500000	PRU	3.375
C1	28700000	FCA	5.461
C1	28700000	PRU	3.322
C1	28700000	PBE	2.069
C1	28700000	PVI	2.069
C1	28700000	IPL	2.694
C1	28800000	FCA	5.561
C1	28800000	PRU	3.372
C1	28800000	IPL	2.537
C1	28800000	PVI	1.905
C1	28800000	PBE	1.905
C1	28900000	FCA	5.638
C1	28900000	PRU	3.1710000000000003
C1	28900000	IPL	2.539
C1	28900000	PVI	1.8610000000000002
C1	28900000	PBE	1.8610000000000002
C1	29000000	FCA	5.501
C1	29000000	PRU	3.166
C1	29000000	PVI	2.314
C1	29000000	IPL	2.0789999999999997
C1	29000000	PBE	2.0789999999999997
C1	29100000	FCA	5.4510000000000005
C1	29100000	IPL	2.4899999999999998
C1	29100000	PBE	1.873
C1	29100000	PVI	1.873
C1	29100000	PRU	3.293
C1	29300000	FCA	5.4399999999999995
C1	29300000	PRU	3.341
C1	29300000	IPL	2.464
C1	29300000	PVI	2.0389999999999997
C1	29300000	PBE	2.0389999999999997
C1	29200000	FCA	5.444
C1	29200000	PRU	3.2239999999999998
C1	29200000	PBE	2.092
C1	29200000	PVI	2.092
C1	29200000	IPL	2.6100000000000003
C1	29400000	FCA	5.555000000000001
C1	29400000	IPL	2.649
C1	29400000	PBE	2.041
C1	29400000	PVI	2.041
C1	29400000	PRU	3.49
C1	29700000	FCA	5.607
C1	29700000	IPL	2.1
C1	29700000	PBE	1.654
C1	29700000	PVI	1.654
C1	29700000	PRU	2.773
C1	29500000	FCA	5.479
C1	29500000	PRU	3.3300000000000005
C1	29500000	PBE	1.921
C1	29500000	PVI	1.921
C1	29500000	IPL	2.659
C1	29600000	FCA	5.499
C1	29600000	PRU	3.0949999999999998
C1	29600000	IPL	2.445
C1	29600000	PVI	1.831
C1	29600000	PBE	1.831
C1	29800000	FCA	5.453
C1	29800000	PRU	3.0429999999999997
C1	29800000	PBE	1.9789999999999999
C1	29800000	PVI	1.9789999999999999
C1	29800000	IPL	2.414
C1	29900000	FCA	5.614
C1	29900000	PRU	3.2300000000000004
C1	29900000	PVI	2.5090000000000003
C1	29900000	IPL	2.0
C1	29900000	PBE	2.0
C1	30100000	FCA	5.496
C1	30100000	IPL	2.544
C1	30100000	PBE	1.8419999999999999
C1	30100000	PVI	1.8419999999999999
C1	30100000	PRU	3.184
C1	30000000	FCA	5.477
C1	30000000	IPL	2.363
C1	30000000	PBE	1.865
C1	30000000	PVI	1.865
C1	30000000	PRU	2.9749999999999996
C1	30300000	FCA	5.46
C1	30300000	IPL	2.478
C1	30300000	PBE	1.79
C1	30300000	PVI	1.79
C1	30300000	PRU	3.4799999999999995
C1	30200000	FCA	5.482
C1	30200000	IPL	2.401
C1	30200000	PBE	1.8610000000000002
C1	30200000	PVI	1.8610000000000002
C1	30200000	PRU	3.161
C1	30400000	FCA	5.417000000000001
C1	30400000	PRU	3.55
C1	30400000	PBE	2.226
C1	30400000	PVI	2.226
C1	30400000	IPL	2.995
C1	30500000	FCA	5.42
C1	30500000	PRU	3.35
C1	30500000	PBE	2.287
C1	30500000	PVI	2.287
C1	30500000	IPL	2.8729999999999998
C1	30600000	FCA	5.486
C1	30600000	PRU	3.174
C1	30600000	PBE	2.1340000000000003
C1	30600000	PVI	2.1340000000000003
C1	30600000	IPL	2.323
C1	30800000	FCA	5.503
C1	30800000	PRU	3.311
C1	30800000	PBE	2.092
C1	30800000	PVI	2.092
C1	30800000	IPL	2.451
C1	30700000	FCA	5.507
C1	30700000	IPL	2.4250000000000003
C1	30700000	PBE	2.061
C1	30700000	PVI	2.061
C1	30700000	PRU	3.4979999999999998
C1	30900000	FCA	5.464
C1	30900000	IPL	2.468
C1	30900000	PBE	1.9980000000000002
C1	30900000	PVI	1.9980000000000002
C1	30900000	PRU	3.7960000000000003
C1	31000000	FCA	5.454
C1	31000000	PRU	2.945
C1	31000000	PBE	2.1270000000000002
C1	31000000	PVI	2.1270000000000002
C1	31000000	IPL	2.581
C1	31100000	FCA	5.504
C1	31100000	IPL	2.3449999999999998
C1	31100000	PBE	1.7840000000000003
C1	31100000	PVI	1.7840000000000003
C1	31100000	PRU	2.7470000000000003
C1	31200000	FCA	5.469
C1	31200000	IPL	2.948
C1	31200000	PBE	2.447
C1	31200000	PVI	2.447
C1	31200000	PRU	3.29
C1	31300000	FCA	5.492
C1	31300000	IPL	2.198
C1	31300000	PBE	1.702
C1	31300000	PVI	1.702
C1	31300000	PRU	3.085
C1	31400000	FCA	5.561
C1	31400000	PRU	2.941
C1	31400000	PBE	1.817
C1	31400000	PVI	1.817
C1	31400000	IPL	2.521
C1	31500000	FCA	5.53
C1	31500000	PRU	2.706
C1	31500000	IPL	2.394
C1	31500000	PVI	1.7149999999999999
C1	31500000	PBE	1.7149999999999999
C1	31600000	FCA	5.602
C1	31600000	PRU	2.927
C1	31600000	IPL	2.183
C1	31600000	PVI	1.764
C1	31600000	PBE	1.764
C1	32100000	FCA	5.519
C1	32100000	PRU	3.5770000000000004
C1	32100000	PBE	2.465
C1	32100000	PVI	2.465
C1	32100000	IPL	2.9499999999999997
C1	31900000	FCA	5.563
C1	31900000	PRU	3.3320000000000003
C1	31900000	IPL	2.365
C1	31900000	PVI	1.8319999999999999
C1	31900000	PBE	1.8319999999999999
C1	31700000	FCA	5.507
C1	31700000	IPL	2.742
C1	31700000	PBE	2.073
C1	31700000	PVI	2.073
C1	31700000	PRU	3.152
C1	32000000	FCA	5.455
C1	32000000	PRU	3.726
C1	32000000	PBE	1.978
C1	32000000	PVI	1.978
C1	32000000	IPL	2.878
C1	31800000	FCA	5.5809999999999995
C1	31800000	IPL	2.626
C1	31800000	PBE	2.191
C1	31800000	PVI	2.191
C1	31800000	PRU	3.2460000000000004
C1	32200000	FCA	5.476
C1	32200000	IPL	2.817
C1	32200000	PBE	2.174
C1	32200000	PVI	2.174
C1	32200000	PRU	3.305
C1	32300000	FCA	5.461
C1	32300000	IPL	2.665
C1	32300000	PBE	2.191
C1	32300000	PVI	2.191
C1	32300000	PRU	3.193
C1	32500000	FCA	5.494000000000001
C1	32500000	PRU	3.128
C1	32500000	PBE	2.07
C1	32500000	PVI	2.07
C1	32500000	IPL	2.506
C1	32400000	FCA	5.609
C1	32400000	PRU	3.232
C1	32400000	PBE	1.828
C1	32400000	PVI	1.828
C1	32400000	IPL	2.478
C1	32700000	FCA	5.652
C1	32700000	PRU	3.138
C1	32700000	PBE	1.781
C1	32700000	PVI	1.781
C1	32700000	IPL	2.42
C1	32800000	FCA	5.547
C1	32800000	IPL	2.761
C1	32800000	PBE	2.194
C1	32800000	PVI	2.194
C1	32800000	PRU	3.328
C1	32600000	FCA	5.548
C1	32600000	PRU	2.972
C1	32600000	PBE	2.04
C1	32600000	PVI	2.04
C1	32600000	IPL	2.657
C1	32900000	FCA	5.731
C1	32900000	IPL	2.478
C1	32900000	PBE	2.0060000000000002
C1	32900000	PVI	2.0060000000000002
C1	32900000	PRU	3.2079999999999997
C1	33000000	FCA	5.454
C1	33000000	PRU	2.913
C1	33000000	PBE	1.9640000000000002
C1	33000000	PVI	1.9640000000000002
C1	33000000	IPL	2.4539999999999997
C1	33200000	FCA	5.579
C1	33200000	PBE	2.088
C1	33200000	IPL	1.7610000000000001
C1	33200000	PVI	1.7610000000000001
C1	33200000	PRU	3.611
C1	33100000	FCA	5.489999999999999
C1	33100000	PRU	2.777
C1	33100000	PBE	1.9709999999999999
C1	33100000	PVI	1.9709999999999999
C1	33100000	IPL	2.447
C1	33300000	FCA	5.477
C1	33300000	IPL	2.4410000000000003
C1	33300000	PBE	1.9140000000000001
C1	33300000	PVI	1.9140000000000001
C1	33300000	PRU	2.9899999999999998
C1	33400000	FCA	5.442
C1	33400000	PRU	3.39
C1	33400000	IPL	2.437
C1	33400000	PVI	1.952
C1	33400000	PBE	1.952
C1	33500000	FCA	5.541
C1	33500000	PRU	3.2809999999999997
C1	33500000	PBE	1.8499999999999999
C1	33500000	PVI	1.8499999999999999
C1	33500000	IPL	2.644
C1	33600000	FCA	5.522
C1	33600000	IPL	2.714
C1	33600000	PBE	2.1069999999999998
C1	33600000	PVI	2.1069999999999998
C1	33600000	PRU	3.282
C1	33700000	FCA	5.428
C1	33700000	PRU	3.084
C1	33700000	PBE	1.92
C1	33700000	PVI	1.92
C1	33700000	IPL	2.313
C1	33800000	FCA	5.579
C1	33800000	PVI	2.471
C1	33800000	PBE	2.06
C1	33800000	IPL	2.06
C1	33800000	PRU	2.857
C1	33900000	FCA	5.493
C1	33900000	PRU	3.113
C1	33900000	IPL	2.418
C1	33900000	PVI	2.013
C1	33900000	PBE	2.013
C1	34200000	FCA	5.462
C1	34200000	IPL	2.305
C1	34200000	PBE	1.678
C1	34200000	PVI	1.678
C1	34200000	PRU	3.113
C1	34000000	FCA	5.5649999999999995
C1	34000000	PRU	3.2169999999999996
C1	34000000	IPL	2.4539999999999997
C1	34000000	PVI	2.059
C1	34000000	PBE	2.059
C1	34100000	FCA	5.483
C1	34100000	PRU	3.4160000000000004
C1	34100000	PBE	1.9879999999999998
C1	34100000	PVI	1.9879999999999998
C1	34100000	IPL	2.654
C1	34500000	FCA	5.47
C1	34500000	IPL	2.262
C1	34500000	PBE	1.6729999999999998
C1	34500000	PVI	1.6729999999999998
C1	34500000	PRU	3.3230000000000004
C1	34400000	FCA	5.563
C1	34400000	PRU	3.102
C1	34400000	IPL	2.167
C1	34400000	PVI	1.8429999999999997
C1	34400000	PBE	1.8429999999999997
C1	34300000	FCA	5.553
C1	34300000	PRU	3.092
C1	34300000	IPL	2.2089999999999996
C1	34300000	PVI	1.8980000000000001
C1	34300000	PBE	1.8980000000000001
C1	34600000	FCA	5.418
C1	34600000	IPL	2.937
C1	34600000	PBE	2.199
C1	34600000	PVI	2.199
C1	34600000	PRU	3.5479999999999996
C1	34800000	FCA	5.493
C1	34800000	PRU	3.617
C1	34800000	PBE	2.19
C1	34800000	PVI	2.19
C1	34800000	IPL	2.727
C1	34900000	FCA	5.461
